Date,Target Name,Target Industry Sector,"Target
Nation",Acquiror Name,Acquiror Industry Sector,"Acquiror
Nation","%
of
Shares
Acq.","%
Owned
After
Trans-
action","Value
of
Transaction
($mil)","Acquiror
Ticker
Symbol","Target
Ticker
Symbol","Acquiror
Datastream
Code","Target
Datastream
Code"
19.12.14,Tuffnells Parcels Express Ltd,Transportation and Shipping (except air),United Kingdom,Connect Group PLC,Wholesale Trade-Nondurable Goods,United Kingdom,100.00,100.0,202.857,CNCT,,36194R,
13.11.14,The Range UK Natl Distn Centre,Transportation and Shipping (except air),United Kingdom,Tritax Big Box REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,76.174,BBOX,,93789N,
13.11.14,PageOne Communications,Telecommunications,United Kingdom,Capita PLC,Business Services,United Kingdom,100.00,100.0,,"CPI
CPI
CPI
CPI
CPI
CPI",,953830,
02.01.15,B&R Holding GmbH,"Measuring, Medical, Photo Equipment; Clocks",Germany,IMI PLC,Machinery,United Kingdom,100.00,100.0,191.156,IMI,,901704,
14.11.14,Golden Triangle Generators Ltd,Electronic and Electrical Equipment,United Kingdom,Aggreko PLC,Business Services,United Kingdom,100.00,100.0,,AGK,,892907,
02.02.15,RS Platou ASA,Transportation and Shipping (except air),Norway,Clarkson PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,441.493,CLK,,940015,
24.03.15,Harworth Estates Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Coalfield Resources Plc,Mining,United Kingdom,75.10,100.0,234.39,CRES,,319714,
18.11.14,Terramar AS,Business Services,Norway,WS Atkins PLC,Business Services,United Kingdom,100.00,100.0,,ATK,,882044,
06.02.15,MCB Finance Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",Estonia,International Personal Finance,Credit Institutions,United Kingdom,100.00,100.0,36.285,"IPFI
NA",MCRB,50646N,414647
18.11.14,Sare Holding SAB de CV,Real Estate; Mortgage Bankers and Brokers,Mexico,Tavistock Investments Plc,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,40.30,40.3,16.958,TAVI,SAREB,28885T,27923H
19.11.14,QPS-Bioserve India-Analytical,Business Services,India,Intertek Group PLC,Business Services,United Kingdom,100.00,100.0,4.688,ITRK,,258092,
19.11.14,ScanBi Diagnostics AB,Business Services,Sweden,Intertek Group PLC,Business Services,United Kingdom,100.00,100.0,,ITRK,,258092,
01.12.14,Big Yellow LP,Transportation and Shipping (except air),United Kingdom,Big Yellow Group PLC,Transportation and Shipping (except air),United Kingdom,66.70,66.7,61.756,BYG,,290342,
10.12.14,New Century AIM VCT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,New Century AIM VCT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,.555,NCA,NCA,30731K,30731K
31.03.15,The Defence Support Group,Aerospace and Aircraft,United Kingdom,Babcock International Group,Business Services,United Kingdom,100.00,100.0,217.952,"BAB
BCKIY",,900552,
20.11.14,OTPP-Thomas More Square,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Land Securities Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,50.00,100.0,133.81,LAND,,901598,
20.11.14,DIF PPP,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Aberdeen Asset Management PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,ADN,,506391,
20.11.14,Brink Serviced Office A/S,Real Estate; Mortgage Bankers and Brokers,Denmark,Regus PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,,"REGSV
RGU",,266577,
10.04.15,Friends Life Group Ltd,Insurance,Guernsey,Aviva PLC,Insurance,United Kingdom,100.00,100.0,",8709.721",AV.,FLG,901503,54461K
10.12.14,Southern Lights Biomaterials,Wholesale Trade-Nondurable Goods,New Zealand,Collagen Solutions PLC,Drugs,United Kingdom,100.00,100.0,9.457,COS,,88294U,
19.12.14,Salmobreed AS,"Agriculture, Forestry, and Fishing",Norway,Benchmark Holdings PLC,Business Services,United Kingdom,100.00,100.0,34.53,BMK,,8681WQ,
19.12.14,Stofnfiskur hf,"Agriculture, Forestry, and Fishing",Iceland,Benchmark Holdings PLC,Business Services,United Kingdom,89.45,89.5,48.399,BMK,,8681WQ,
21.11.14,Mueller Primaflow Ltd,Metal and Metal Products,United Kingdom,Travis Perkins PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,23.481,"TPK
TVPKY",,931669,
02.03.15,Salamander Energy PLC,Oil and Gas; Petroleum Refining,United Kingdom,Ophir Energy PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,437.771,"OPGYF
OPHR",SMDR,77404V,41456V
24.11.14,Angel Building,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Derwent London PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,117.82,DLN,,926373,
24.11.14,Gazelle Inc,Mining,Burkina Faso,Alecto Minerals PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,.55,ALO,,36213W,
24.11.14,Supanews Pty Ltd,Miscellaneous Retail Trade,Australia,WH Smith PLC,Miscellaneous Retail Trade,United Kingdom,100.00,100.0,4.693,SMWH,,901215,
24.11.14,Tiger International Resources,Mining,United States,ECR Minerals PLC,Mining,United Kingdom,3.67,3.7,.064,"ECR
MTDGY",TGR,29574N,518809
26.11.14,Cambridge Simulation,Business Services,United Kingdom,Frontier IP Group PLC,Business Services,United Kingdom,40.00,40.0,,FIPP,,51096C,
26.11.14,Source8 Ltd,Business Services,United Kingdom,Mitie Group PLC,Business Services,United Kingdom,,,24.399,"MITFY
MTO",,910407,
20.02.15,Promens hf,Rubber and Miscellaneous Plastic Products,Iceland,RPC Group PLC,Rubber and Miscellaneous Plastic Products,United Kingdom,100.00,100.0,482.802,RPC,,319712,
28.11.14,Helical Bar PLC-Industrial,Construction Firms,United Kingdom,LondonMetric Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,8.136,LMP,,51249M,
28.11.14,"Undisclosed Distn Facility,",Transportation and Shipping (except air),United Kingdom,Helical Bar PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,21.591,HLCL,,910400,
24.12.14,Rokstad Power Corp,Construction Firms,Canada,Carillion PLC,Construction Firms,United Kingdom,60.00,60.0,51.592,CLLN,,684990,
01.12.14,Rig Energy ltd,Business Services,United Kingdom,RTC Group PLC,Educational Services,United Kingdom,100.00,100.0,1.377,RTC,,681398,
01.12.14,MBNA Europe Bk Ltd-CC,Credit Institutions,United Kingdom,Virgin Money Holdings (UK) PLC,"Commercial Banks, Bank Holding Companies",United Kingdom,100.00,100.0,39.98,VM,,9175RA,
09.06.15,MRBL Ltd,Business Services,United Kingdom,Kier Group PLC,Construction Firms,United Kingdom,100.00,100.0,406.378,KIE,,882977,
15.01.15,NewRiver Retail Property Unit,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,NewRiver Retail Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,90.00,100.0,111.037,NRR,,67919W,
09.01.15,Airea PLC,Textile and Apparel Products,United Kingdom,Airea PLC,Textile and Apparel Products,United Kingdom,6.14,6.1,.547,AIEA,AIEA,906049,906049
04.12.14,Svccare Support Svcs Ltd,Transportation and Shipping (except air),United Kingdom,Clipper Logistics PLC,Business Services,United Kingdom,100.00,100.0,8.939,CLG,,8904R8,
31.12.14,Access Fire & Security Ltd,Business Services,United Kingdom,Belgravium Technologies PLC,Business Services,United Kingdom,100.00,100.0,.784,EADL,,952571,
07.01.15,PneumRx Inc,Drugs,United States,BTG PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,475.00,BTG,,139996,
04.12.14,Veredus Corp,Business Services,United States,Hays PLC,Business Services,United Kingdom,20.00,100.0,,HAS,,901164,
04.12.14,Veredus Corp,Business Services,United States,Hays PLC,Business Services,United Kingdom,80.00,80.0,44.00,HAS,,901164,
04.12.14,Morar Consulting Ltd,Business Services,United Kingdom,Next Fifteen Commun Grp PLC,Business Services,United Kingdom,75.00,75.0,2.116,NFC,,278766,
04.12.14,Gemacom Tech Industria e,Food and Kindred Products,Brazil,Tate & Lyle PLC,Food and Kindred Products,United Kingdom,,,,TATE,,900819,
04.12.14,Georgian Global Utilities Ltd,"Electric, Gas, and Water Distribution",Georgia,Bank of Georgia Holdings PLC,"Commercial Banks, Bank Holding Companies",United Kingdom,25.00,25.0,25.498,BGEO,,86880K,
04.12.14,Shepperton Studios Property,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Pinewood Shepperton PLC,Motion Picture Production and Distribution,United Kingdom,50.00,100.0,57.669,PWS,,28874M,
04.12.14,First Class Finl Mgmt Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,AFH Financial Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,.132,AFHP,,77312Q,
05.12.14,Unity Software Ltd,Prepackaged Software,Jersey,Microgen PLC,Prepackaged Software,United Kingdom,100.00,100.0,2.026,MCGN,,926005,
05.12.14,The Employment & Skills Group,Educational Services,United Kingdom,Interserve Group Limited,Business Services,United Kingdom,100.00,100.0,38.958,IRV,,900346,
05.12.14,Lettings @ Victoria Mills,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Belvoir Lettings PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,,BLV,,86791C,
05.12.14,Proteus Software Ltd,Business Services,United Kingdom,Sanderson Group PLC,Prepackaged Software,United Kingdom,100.00,100.0,2.961,SND,,29906M,
05.01.15,GAMA Aviation Ltd,Air Transportation and Shipping,United Kingdom,Hangar 8 PLC,Air Transportation and Shipping,United Kingdom,100.00,100.0,128.776,HGR8,,72486L,
23.12.14,Hayward Aviation Ltd,Insurance,United Kingdom,Jardine Lloyd Thompson Grp PLC,Insurance,United Kingdom,100.00,100.0,42.252,JLT,,953659,
08.12.14,Segro Plc-Industrial Ppty(7),Real Estate; Mortgage Bankers and Brokers,Germany,Hansteen Holdings PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,50.24,HSTN,,32353T,
31.03.15,Gocompare.com Ltd,Insurance,United Kingdom,Esure Group PLC,Insurance,United Kingdom,50.00,100.0,148.666,ESUR,,88209U,
08.12.14,Q Chip Ltd,Drugs,United Kingdom,Midatech Pharma PLC,Drugs,United Kingdom,100.00,100.0,,"MTP
MTPH",,9223LQ,
08.12.14,Epibone Inc,Health Services,United States,NetScientific PLC,Business Services,United Kingdom,,,,NSCI,,87046X,
09.12.14,Undisclosed Distn Centre,Transportation and Shipping (except air),United Kingdom,Tritax Big Box REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,86.226,BBOX,,93789N,
06.01.15,Cenkos Securities PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Cenkos Securities PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,8.99,9.0,16.872,CNKS,CNKS,41304D,41304D
09.12.14,Worlwide Promedica Inc,Business Services,United States,Cello Group PLC,Business Services,United Kingdom,100.00,100.0,2.50,CLL,,29721J,
09.12.14,Gnewt Cargo Ltd,Transportation and Shipping (except air),United Kingdom,DX (Group) PLC,Transportation and Shipping (except air),United Kingdom,49.80,49.8,2.742,DX,,8748X8,
10.12.14,Q4Ex Ltd,Prepackaged Software,United Kingdom,Daily Internet PLC,Business Services,United Kingdom,100.00,100.0,.673,DAIP,,51766R,
10.12.14,ServerSpace Ltd,Business Services,United Kingdom,iomart Group PLC,Business Services,United Kingdom,100.00,100.0,,IOM,,291999,
09.06.15,Eclipse Electronic Systems Inc,Communications Equipment,United States,BAE Systems PLC,Aerospace and Aircraft,United Kingdom,100.00,100.0,28.00,BA.,,901419,
11.12.14,Engineering Seismology Group,Oil and Gas; Petroleum Refining,Canada,Spectris PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,55.565,"SEPJY
SXS",,953203,
11.12.14,Swaggart Brothers Inc,Construction Firms,United States,John Wood Group PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,36.30,WG,,258098,
11.12.14,Colonis Pharma Ltd,Drugs,United Kingdom,Quantum Pharma PLC,Drugs,United Kingdom,,,,QP.,,9222RN,
11.12.14,SmallHD,"Measuring, Medical, Photo Equipment; Clocks",United States,Vitec Group PLC,Communications Equipment,United Kingdom,100.00,100.0,30.00,VTC,,926712,
15.12.14,Eddisons Commercial Ltd,Business Services,United Kingdom,Begbies Traynor Group PLC,Business Services,United Kingdom,100.00,100.0,13.358,BEG,,29103W,
12.12.14,Xibis Ltd,Prepackaged Software,United Kingdom,SCISYS PLC,Prepackaged Software,United Kingdom,100.00,100.0,1.257,SSY,,892921,
29.01.16,EE Ltd,Telecommunications,United Kingdom,BT Group plc,Telecommunications,United Kingdom,100.00,100.0,",19290.203","BT
BT.A",,900888,
15.12.14,Scopus Group (Holdings) Ltd,Business Services,United Kingdom,Amec Foster Wheeler PLC,Business Services,United Kingdom,100.00,100.0,,AMFW,,901788,
15.12.14,Dronfield Medical Practice,Health Services,United Kingdom,Assura Group Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,5.865,"AGR
AGR",,28065X,
15.12.14,Elmcourt Health Centre,Health Services,United Kingdom,Assura Group Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,9.385,"AGR
AGR",,28065X,
15.12.14,"Undisclosed Med centre,",Health Services,United Kingdom,Assura Group Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,2.737,"AGR
AGR",,28065X,
15.12.14,Undisclosed Office Bldg (2),Real Estate; Mortgage Bankers and Brokers,United Kingdom,Custodian REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,10.792,CREI,,8838DK,
15.12.14,Ball & Hoolahan,Business Services,United Kingdom,Empresaria Group PLC,Business Services,United Kingdom,75.00,75.0,2.346,EMR,,28796M,
16.01.15,Kimpton Hotel & Restaurant Grp,Hotels and Casinos,United States,InterContinental Hotels Group,Hotels and Casinos,United Kingdom,100.00,100.0,430.00,"IHG
IHG",,26923V,
16.12.14,PR Aqua Supplies Ltd,Machinery,Canada,Pentair plc,Machinery,United Kingdom,100.00,100.0,,PNR,,906585,
16.12.14,Beaumonts Insurance Brokers,Insurance,United Kingdom,Jelf Group PLC,Insurance,United Kingdom,100.00,100.0,28.941,JLF,,29633J,
17.12.14,Church View Health Centre,Health Services,United Kingdom,Assura Group Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,15.724,"AGR
AGR",,28065X,
20.01.15,Silvermine Capital Management,"Investment & Commodity Firms,Dealers,Exchanges",United States,Man Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,70.00,EMG,,136684,
18.12.14,Gael Ltd,Prepackaged Software,United Kingdom,Ideagen PLC,Prepackaged Software,United Kingdom,100.00,100.0,32.894,IDEA,,31321W,
18.12.14,Sands Portfolio,Real Estate; Mortgage Bankers and Brokers,United Kingdom,NewRiver Retail Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,29.762,NRR,,67919W,
18.12.14,Undisclosed Modern Industrial,Construction Firms,United Kingdom,Custodian REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,7.558,CREI,,8838DK,
06.01.15,Woodspeen Training Ltd,Social Services,United Kingdom,Progility PLC,Prepackaged Software,United Kingdom,100.00,100.0,,ILX,,255226,
18.12.14,Q Holding Co,Rubber and Miscellaneous Plastic Products,United States,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,III,,960338,982331
21.01.15,GVQ Investment Management Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,RIT Capital Partners PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,RCP,,943490,
09.01.15,Nameco (No 311) Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Helios Underwriting PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,1.563,HUW,,50963N,
19.12.14,"Silo,Fleethaus,Hamburg",Real Estate; Mortgage Bankers and Brokers,Germany,CLS Holdings PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,39.567,CLI,,135590,
30.12.14,Unify Entrp Commun Pvt Ltd,Prepackaged Software,India,Progility PLC,Prepackaged Software,United Kingdom,100.00,100.0,1.223,ILX,,255226,
19.12.14,RandomStorm Ltd,Business Services,United Kingdom,Accumuli PLC,Business Services,United Kingdom,100.00,100.0,13.91,ACM,,32864D,
22.12.14,Elemental Technologies Inc,Prepackaged Software,United States,Sky PLC,Radio and Television Broadcasting Stations,United Kingdom,,,4.00,"BSY
SKY",,135116,
22.12.14,Zealot Networks Inc,Advertising Services,United States,ITV PLC,Radio and Television Broadcasting Stations,United Kingdom,,,,ITV,,931524,
23.01.15,Speed-Trap Holdings Ltd,Prepackaged Software,United Kingdom,IS Solutions PLC,Prepackaged Software,United Kingdom,100.00,100.0,12.393,ISL,,892784,
21.04.15,CNP Barclays Vida y Pensiones,Insurance,Spain,Barclays PLC,"Commercial Banks, Bank Holding Companies",United Kingdom,50.00,100.0,558.816,"BARC
BCS",,901443,
22.12.14,Discovery Retail Park,Transportation and Shipping (except air),United Kingdom,Custodian REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,6.818,CREI,,8838DK,
01.05.15,Procter & Gamble Co-Talisman,"Soaps, Cosmetics, and Personal-Care Products",Mexico,Unilever PLC,Food and Kindred Products,United Kingdom,100.00,100.0,,"UL
ULVR
UNA",,900789,
22.12.14,Kirklees Social Housing,Real Estate; Mortgage Bankers and Brokers,United Kingdom,John Laing Infra Fund Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,80.00,80.0,,JLIF,,725638,
22.12.14,Osprey Publishing Ltd,"Printing, Publishing, and Allied Services",United Kingdom,Bloomsbury Publishing PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,7.185,BMY,,135750,
22.12.14,Surrey Street Lighting,Construction Firms,United Kingdom,John Laing Infra Fund Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,50.00,50.0,33.664,JLIF,,725638,
23.12.14,Aberdeen Asset Mgmt Ltd-Sun &,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Helical Bar PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,139.608,HLCL,,910400,
23.12.14,Ignis Asset Mgmt Ltd- 4:2,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Helical Bar PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,HLCL,,910400,
23.12.14,CascadCascade Technologies Ltd,"Electric, Gas, and Water Distribution",United Kingdom,Braveheart Invest Grp PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,,BRH,,36071R,
23.12.14,Medical Imaging (Uk) Ltd,Health Services,United Kingdom,EMIS Group PLC,Prepackaged Software,United Kingdom,100.00,100.0,14.736,EMIS,,69054N,
23.12.14,Midrss Ltd,Health Services,Ireland-Rep,EMIS Group PLC,Prepackaged Software,United Kingdom,100.00,100.0,,EMIS,,69054N,
05.01.15,Life Marketing Consultancy Ltd,Business Services,United Kingdom,Communisis PLC,Business Services,United Kingdom,100.00,100.0,36.165,CMS,,135860,
23.12.14,Ciref Nepi Holdings Ltd,"Investment & Commodity Firms,Dealers,Exchanges",Cyprus,Redefine International PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,50.00,50.0,4.139,"RDI
RPL",,36045M,
07.01.15,Puerto Venecia Invests SOCIMI,Real Estate; Mortgage Bankers and Brokers,Spain,Intu Properties PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,550.202,"INTU
ITU",,507516,
02.01.15,Ancora Solutions Ltd,Business Services,United Kingdom,Restore PLC,Business Services,United Kingdom,100.00,100.0,.766,RST,,29705Q,
05.01.15,8over8 Ltd,Prepackaged Software,Ireland-Rep,AVEVA Group PLC,Business Services,United Kingdom,100.00,100.0,41.017,AVV,,882839,
05.01.15,Eni SpA-Block 9,Oil and Gas; Petroleum Refining,Croatia,Rockhopper Exploration PLC,Oil and Gas; Petroleum Refining,United Kingdom,40.00,40.0,,"RKH
RKH",,31441Q,
06.01.15,Tesco Plc-Last Mile Distn,Transportation and Shipping (except air),United Kingdom,LondonMetric Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,31.939,LMP,,51249M,
06.01.15,Blake H Brown Inc,Machinery,United States,Bunzl PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,"BNL
BNZL",,901067,
06.01.15,Stanbury's Supermarket,Retail Trade-General Merchandise and Apparel,United Kingdom,Custodian REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,4.617,CREI,,8838DK,
06.01.15,Precision Engine Controls Corp,Machinery,United States,Meggitt PLC,Aerospace and Aircraft,United Kingdom,100.00,100.0,44.20,MGGT,,910509,
07.01.15,DName-IT NV,Prepackaged Software,Belgium,NetScientific PLC,Business Services,United Kingdom,100.00,100.0,,NSCI,,87046X,
09.01.15,UAP Holdings Ltd,"Investment & Commodity Firms,Dealers,Exchanges",Kenya,Old Mutual PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,23.30,23.3,97.582,"OLM
OML.J
OML.L
OMT.ZI",,674070,
08.01.15,Blinkbox Entertainment Ltd,Business Services,United Kingdom,TalkTalk Telecom Group PLC,Telecommunications,United Kingdom,100.00,100.0,,TALK,,69056U,
08.01.15,Tropical Pest Control,Sanitary Services,Bahamas,Rentokil Initial PLC,Sanitary Services,United Kingdom,100.00,100.0,,RTO,,906480,
08.01.15,Tesco Broadband & Homephone,Telecommunications,United Kingdom,TalkTalk Telecom Group PLC,Telecommunications,United Kingdom,100.00,100.0,,TALK,,69056U,
08.01.15,Peter Cox Property Care Ltd,Construction Firms,United Kingdom,Rentokil Initial PLC,Sanitary Services,United Kingdom,100.00,100.0,,RTO,,906480,
08.01.15,EcoTime Pest Control,Sanitary Services,Italy,Rentokil Initial PLC,Sanitary Services,United Kingdom,100.00,100.0,,RTO,,906480,
08.01.15,Horizon Genomics GmbH,Business Services,Austria,Horizon Discovery Group PLC,Drugs,United Kingdom,100.00,100.0,13.521,HZD,,8833FF,
08.01.15,travel-IT GmbH & Co KG,Prepackaged Software,Germany,Travelport Worldwide Ltd,Transportation and Shipping (except air),United Kingdom,54.30,54.3,,TVPT,,9113C0,
12.01.15,LW (Trellech) Ltd,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Assura Group Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,5.316,"AGR
AGR",,28065X,
20.04.15,NAP USA Inc,Oil and Gas; Petroleum Refining,United States,Northcote Energy Ltd,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,3.979,"NCT
NCT",,77236P,
14.01.15,Whitestone Weavers Ltd,Textile and Apparel Products,United Kingdom,Victoria PLC,Textile and Apparel Products,United Kingdom,100.00,100.0,20.752,VCP,,905329,
02.03.15,R&Q Marine Services Ltd,Transportation and Shipping (except air),United Kingdom,Hiscox Ltd,Insurance,United Kingdom,100.00,100.0,14.209,HSX,,359881,
12.02.15,Standard Financial Group Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Tavistock Investments Plc,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,.758,TAVI,,28885T,
20.01.15,Interoil Expl & Prodn ASA,Oil and Gas; Petroleum Refining,Norway,Andes Energia PLC,Oil and Gas; Petroleum Refining,United Kingdom,51.01,51.0,4.728,"AEN
AEN",IOX,29167J,36275J
20.01.15,Rainbow Dust Colours Ltd,Food and Kindred Products,United Kingdom,Real Good Food PLC,Food and Kindred Products,United Kingdom,100.00,100.0,11.36,"RGD
RLGDF",,27687P,
20.01.15,Meaalofa Dvlps Hldg Ltd- Eddie,Transportation and Shipping (except air),United Kingdom,LondonMetric Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,85.575,LMP,,51249M,
20.01.15,Openregistry SA,Business Services,Luxembourg,NCC Group PLC,Business Services,United Kingdom,100.00,100.0,22.533,NCC,,29156C,
20.01.15,CHIP SA,Business Services,Luxembourg,NCC Group PLC,Business Services,United Kingdom,100.00,100.0,,NCC,,29156C,
20.01.15,Nexperteam CVBA,Business Services,Belgium,NCC Group PLC,Business Services,United Kingdom,100.00,100.0,,NCC,,29156C,
23.01.15,Firefly BioWorks Inc,Business Services,United States,Abcam PLC,Drugs,United Kingdom,100.00,100.0,28.00,ABC,,32144N,
22.01.15,Armfield Ltd,Business Services,United Kingdom,Judges Scientific PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,14.691,JDG,,26662P,
23.01.15,ReliaSoft Corp,Business Services,United States,Spectris PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,42.00,"SEPJY
SXS",,953203,
24.06.15,UAP Holdings Ltd,"Investment & Commodity Firms,Dealers,Exchanges",Kenya,Old Mutual PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,37.33,60.7,155.021,"OLM
OML.J
OML.L
OMT.ZI",,674070,
26.01.15,Celebrus Technologies Ltd,Prepackaged Software,United Kingdom,IS Solutions PLC,Prepackaged Software,United Kingdom,100.00,100.0,11.248,ISL,,892784,
26.01.15,Undisclosed Industrial Estate,Construction Firms,United Kingdom,Custodian REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,3.167,CREI,,8838DK,
27.01.15,VirtTrade Ltd,Prepackaged Software,United Kingdom,Mercia Technologies PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,21.00,21.0,2.279,MERC,,9223VC,
27.01.15,"Undisclosed Care Home,",Health Services,United Kingdom,Target Healthcare REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,6.837,THRL,,88127Q,
28.01.15,Constructionline,Business Services,United Kingdom,Capita PLC,Business Services,United Kingdom,100.00,100.0,52.99,"CPI
CPI
CPI
CPI
CPI
CPI",,953830,
01.07.15,BISL Ltd,Insurance,United Kingdom,Saga PLC,Insurance,United Kingdom,100.00,100.0,39.758,SAGA,,8900PL,
02.04.15,Networkers International PLC,Business Services,United Kingdom,Matchtech Group PLC,Business Services,United Kingdom,100.00,100.0,85.733,MTEC,NWKI,412852,295005
29.01.15,Wm Morrison Supermarkets PLC-,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Development Securities PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,28.929,DSC,,900576,
30.01.15,Charter Medical Ltd,"Measuring, Medical, Photo Equipment; Clocks",United States,Fenner Plc,Rubber and Miscellaneous Plastic Products,United Kingdom,100.00,100.0,29.90,FENR,,900575,
30.01.15,Roxborough Consultancy Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,AFH Financial Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,1.374,AFHP,,77312Q,
30.01.15,Matty's Whl Carpets-Cert Asts,Retail Trade-Home Furnishings,United Kingdom,Headlam Group PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,2.986,HEAD,,910395,
